FC Kramer;14;296;1900;358000000.0
FC Brown;138;244;1984;550000000.0
FC Jennifer;194;69;1853;31000000.0
FC Wright;193;985;1852;269000000.0
FC Dean;165;184;2018;46000000.0
FC Harper;195;250;1872;215000000.0
FC Lauren;118;510;2011;191000000.0
FC Brady;147;110;1945;576000000.0
FC Martin;179;9;1962;691000000.0
FC Shannon;143;338;1898;793000000.0
FC Gillespie;192;570;1861;992000000.0
FC Barton;111;675;1964;799000000.0
FC Daniel;15;610;1981;699000000.0
FC Terry;10;143;1978;147000000.0
FC Brown;148;581;2001;473000000.0
FC Marsh;192;900;1856;774000000.0
FC Allen;59;23;2012;346000000.0
FC Cooper;87;302;2012;783000000.0
FC Lam;10;653;1898;99000000.0
FC Edwards;196;311;2020;892000000.0
FC Swanson;118;402;1872;874000000.0
FC Kaiser;82;54;1960;532000000.0
FC Obrien;56;408;1862;438000000.0
FC Estrada;111;814;1911;418000000.0
FC Hopkins;41;433;1905;950000000.0
FC Ramirez;104;596;1905;404000000.0
FC Mcmillan;158;944;1855;590000000.0
FC Robbins;118;576;1997;617000000.0
FC Tucker;109;541;1902;157000000.0
FC Kramer;103;232;1979;859000000.0
FC Calderon;154;100;2022;42000000.0
FC Alexander;126;509;1874;45000000.0
FC Scott;82;950;2022;934000000.0
FC Rosales;169;439;1907;338000000.0
FC Murray;20;194;1968;251000000.0
FC Martinez;173;281;1939;541000000.0
FC Yang;136;730;2004;882000000.0
FC Gross;155;741;1876;63000000.0
FC West;106;959;1940;423000000.0
FC Taylor;90;436;2015;625000000.0
FC Cannon;109;797;2022;225000000.0
FC Brown;101;228;1938;817000000.0
FC Johnson;49;233;1945;243000000.0
FC Ramirez;187;826;2011;470000000.0
FC Phillips;70;941;1939;41000000.0
FC Serrano;66;310;1851;482000000.0
FC Williams;119;622;1935;403000000.0
FC Liu;9;729;1912;201000000.0
FC Lee;119;545;1912;944000000.0
FC Robinson;32;683;1942;423000000.0
FC Scott;162;466;1931;77000000.0
FC Webster;58;673;1889;238000000.0
FC Joyce;170;883;2004;673000000.0
FC Anderson;56;804;1972;969000000.0
FC Gonzales;33;456;1921;865000000.0
FC Mclean;140;684;1976;345000000.0
FC Williamson;68;535;1951;729000000.0
FC Mcmahon;184;994;1936;773000000.0
FC Perez;141;764;1972;211000000.0
FC Perez;104;946;1918;852000000.0
FC Johnson;159;39;1954;558000000.0
FC Edwards;133;801;1948;153000000.0
FC Edwards;134;139;1880;308000000.0
FC Hayes;156;213;1899;644000000.0
FC Chang;165;863;1903;704000000.0
FC Nelson;140;858;1862;174000000.0
FC Gill;170;871;1859;392000000.0
FC Rangel;2;849;1946;846000000.0
FC Richardson;184;680;1900;667000000.0
FC Faulkner;164;398;1913;216000000.0
FC Mullins;7;966;1865;932000000.0
FC Villarreal;37;503;1871;672000000.0
FC Soto;10;299;1947;877000000.0
FC Kennedy;184;521;1970;347000000.0
FC Davis;11;540;2021;127000000.0
FC Stevens;12;599;1900;510000000.0
FC Proctor;19;455;1985;96000000.0
FC Long;153;63;1974;58000000.0
FC Mccullough;133;346;1905;459000000.0
FC Oneal;18;230;1882;140000000.0
FC Smith;172;780;2003;572000000.0
FC Mullins;21;46;1971;999000000.0
FC Bruce;86;136;1921;28000000.0
FC Mendez;194;982;1999;162000000.0
FC Perez;40;483;1883;214000000.0
FC Patterson;81;650;1967;18000000.0
FC Lopez;128;361;1859;503000000.0
FC Fletcher;153;55;1991;236000000.0
FC Jackson;87;570;1855;327000000.0
FC Arellano;8;888;2018;239000000.0
FC Stafford;57;868;1859;670000000.0
FC Turner;142;34;1870;644000000.0
FC Ewing;140;564;1949;379000000.0
FC May;150;448;1912;585000000.0
FC Black;164;736;1931;304000000.0
FC Bell;186;171;1973;773000000.0
FC Carrillo;168;145;1926;63000000.0
FC Shaw;28;426;1944;243000000.0
FC Miller;14;858;1903;424000000.0
FC Perez;192;391;2022;57000000.0
FC Gonzalez;140;902;2011;931000000.0
FC Adams;59;39;1958;11000000.0
FC Phillips;77;133;1860;722000000.0
FC Johnston;122;573;1861;140000000.0
FC Hines;97;516;1899;136000000.0
FC Diaz;6;881;1909;778000000.0
FC Thompson;182;68;1902;811000000.0
FC Woods;92;798;1998;59000000.0
FC Rivera;13;801;1855;46000000.0
FC Barton;31;281;1935;990000000.0
FC Gates;196;813;1875;517000000.0
FC Ferguson;38;683;2002;717000000.0
FC Brown;83;749;1855;784000000.0
FC Smith;25;159;1933;632000000.0
FC Nielsen;182;555;1950;117000000.0
FC Sanchez;5;395;1976;192000000.0
FC Lopez;117;75;1966;402000000.0
FC Jackson;27;498;2002;274000000.0
FC Alexander;121;134;1996;109000000.0
FC Hall;133;759;2003;773000000.0
FC Collins;153;371;1923;736000000.0
FC Anderson;190;114;1938;607000000.0
FC Lucero;56;560;1973;662000000.0
FC Hood;135;695;1855;527000000.0
FC Fernandez;133;777;1857;102000000.0
FC Castaneda;172;102;1971;334000000.0
FC Walker;144;812;1907;229000000.0
FC Sparks;119;57;1960;217000000.0
FC Rogers;98;715;1861;703000000.0
FC Rodriguez;197;928;1962;208000000.0
FC Jones;82;79;1871;705000000.0
FC Watson;120;187;1953;878000000.0
FC Gregory;112;630;2005;962000000.0
FC Edwards;196;840;1985;504000000.0
FC Valdez;124;93;1851;872000000.0
FC Mitchell;18;838;1952;31000000.0
FC Castillo;143;436;1992;431000000.0
FC Jensen;115;979;1964;741000000.0
FC Padilla;26;276;1898;546000000.0
FC Anderson;6;606;1947;998000000.0
FC Warren;75;77;1923;346000000.0
FC White;132;40;1869;938000000.0
FC Moss;8;92;1865;876000000.0
FC Rose;120;662;1952;196000000.0
FC Welch;135;594;1926;695000000.0
FC Sellers;90;678;1926;722000000.0
FC Ewing;71;251;1880;557000000.0
FC Baldwin;77;593;1991;267000000.0
FC Robinson;155;625;1923;339000000.0
FC Jimenez;181;412;1885;326000000.0
FC Shields;184;480;2019;559000000.0
FC Moore;80;9;1897;255000000.0
FC Garza;111;375;2013;816000000.0
FC Craig;148;667;1964;743000000.0
FC Jamie;164;504;1868;564000000.0
FC Sanchez;168;221;2001;787000000.0
FC Thomas;44;813;1901;841000000.0
FC Hall;192;776;1853;557000000.0
FC Patterson;10;817;1869;420000000.0
FC Gillespie;133;106;1899;199000000.0
FC Rivera;127;531;1907;294000000.0
FC Ellison;165;930;1942;739000000.0
FC Cunningham;21;995;1959;79000000.0
FC Martin;151;810;1985;639000000.0
FC Campbell;195;204;1934;503000000.0
FC Scott;125;920;1866;282000000.0
FC Evans;182;359;1873;37000000.0
FC Anderson;135;269;1959;607000000.0
FC Phillips;76;314;2001;157000000.0
FC Craig;128;423;1895;658000000.0
FC Mitchell;45;971;1864;766000000.0
FC Torres;139;642;1942;139000000.0
FC Chambers;150;473;2012;78000000.0
FC Moreno;178;541;1944;798000000.0
FC Stafford;62;381;1908;350000000.0
FC Bishop;195;464;1987;193000000.0
FC Martin;153;729;2005;927000000.0
FC Cochran;146;730;2009;802000000.0
FC Baker;135;379;1861;976000000.0
FC Medina;62;130;1941;474000000.0
FC Wright;65;681;1861;1000000000.0
FC Pollard;99;613;1905;263000000.0
FC Arroyo;107;464;2009;512000000.0
FC Hatfield;25;628;2005;853000000.0
FC Vincent;141;760;1871;901000000.0
FC Daugherty;182;661;1991;293000000.0
FC Dennis;107;7;1891;880000000.0
FC Jones;14;224;1880;173000000.0
FC Harris;32;18;2012;136000000.0
FC Williams;20;47;1943;329000000.0
FC Graham;191;485;1969;612000000.0
FC Combs;154;552;1998;650000000.0
FC Blake;103;27;1921;940000000.0
FC Hancock;82;997;1989;637000000.0
FC Parker;102;782;1910;823000000.0
FC Brown;149;475;1946;414000000.0
FC Clayton;95;474;1979;957000000.0
FC Santos;42;44;1909;745000000.0
FC Sharp;55;481;1972;540000000.0
FC White;99;419;1876;26000000.0
FC Castro;123;279;1851;515000000.0
FC Torres;27;741;1997;760000000.0
FC Gibbs;32;675;1917;815000000.0
FC Reeves;193;609;1855;917000000.0
FC Montes;84;281;1855;768000000.0
FC Eileen;17;8;1911;350000000.0
FC Berry;90;549;1991;924000000.0
FC Cross;22;783;1879;361000000.0
FC Pierce;68;325;1955;416000000.0
FC Allen;79;591;1865;420000000.0
FC Jenkins;150;208;1865;59000000.0
FC King;139;878;1997;718000000.0
FC Conner;88;836;1931;761000000.0
FC Elliott;102;506;1860;665000000.0
FC Davis;97;60;1864;624000000.0
FC Shannon;145;868;1996;653000000.0
FC Lewis;8;95;1959;875000000.0
FC George;146;49;1873;39000000.0
FC Wood;127;287;1929;88000000.0
FC Smith;198;412;1938;31000000.0
FC Jimenez;126;14;1934;782000000.0
FC Jones;97;626;1965;836000000.0
FC Martinez;190;267;1946;531000000.0
FC Sanchez;15;746;2011;132000000.0
FC Cobb;154;483;1989;991000000.0
FC Wood;46;715;1924;220000000.0
FC Simpson;169;285;1862;687000000.0
FC Cline;73;673;1925;954000000.0
FC Nguyen;167;159;1919;370000000.0
FC Montgomery;168;335;1903;901000000.0
FC Clark;185;140;1981;268000000.0
FC Green;49;625;1891;399000000.0
FC Spence;57;265;1949;833000000.0
FC Savage;95;491;1922;787000000.0
FC Barnett;76;829;1967;387000000.0
FC Mills;12;654;1872;316000000.0
FC Leon;30;785;1878;614000000.0
FC Steele;146;904;1913;591000000.0
FC Ochoa;53;241;1995;778000000.0
FC Adams;81;70;1985;422000000.0
FC Washington;44;272;1911;451000000.0
FC Brown;173;947;1888;710000000.0
FC Rogers;102;118;1898;761000000.0
FC Anderson;134;20;1928;899000000.0
FC Espinoza;93;256;1971;495000000.0
FC Harris;127;218;1980;251000000.0
FC Torres;125;324;1890;948000000.0
FC French;34;862;1855;523000000.0
FC Reynolds;86;795;1889;27000000.0
FC Ward;157;211;1949;392000000.0
FC Dawson;150;582;1935;617000000.0
FC Silva;82;243;1890;621000000.0
FC Mcdowell;175;344;1998;509000000.0
FC Vega;32;455;2007;249000000.0
FC Young;138;336;1882;331000000.0
FC Cline;196;183;1871;337000000.0
FC Pittman;102;527;1954;260000000.0
FC Mccullough;56;55;1856;865000000.0
FC Chandler;86;849;1925;831000000.0
FC Shaffer;160;113;1900;840000000.0
FC Clark;96;83;2002;386000000.0
FC Washington;161;759;1871;856000000.0
FC Miller;156;377;1967;294000000.0
FC Norman;196;730;1956;503000000.0
FC Smith;31;437;1888;397000000.0
FC Little;190;810;1926;980000000.0
FC Strickland;193;915;1867;736000000.0
FC Davis;21;654;1994;331000000.0
FC Doyle;119;244;1952;744000000.0
FC Ramirez;111;854;1992;229000000.0
FC Wilson;141;546;1918;546000000.0
FC Smith;18;448;1961;174000000.0
FC Tucker;28;234;2019;933000000.0
FC Oconnor;199;87;1985;968000000.0
FC Richardson;158;916;1917;742000000.0
FC Farrell;200;47;1901;120000000.0
FC Miranda;116;543;2017;920000000.0
FC Johnson;136;627;1979;744000000.0
FC Miller;114;780;1933;655000000.0
FC Brown;126;515;1955;297000000.0
FC Moran;37;682;1919;764000000.0
FC Sosa;28;713;1852;440000000.0
FC Jones;68;685;1932;871000000.0
FC Browning;107;813;1940;197000000.0
FC Russell;122;117;1972;558000000.0
FC Garcia;42;737;2004;230000000.0
FC Miles;30;65;1854;29000000.0
FC Mitchell;46;948;1883;767000000.0
FC Taylor;33;473;1901;810000000.0
FC Johnson;113;369;1993;815000000.0
FC Jefferson;20;205;2021;103000000.0
FC Williams;25;945;1979;574000000.0
FC Carter;157;444;1950;994000000.0
FC Schwartz;69;674;1999;359000000.0
FC Pearson;160;692;1908;956000000.0
FC Blair;104;92;1881;724000000.0
FC Macdonald;33;500;1917;422000000.0
FC Roberts;168;614;1989;971000000.0
FC Schmidt;123;955;1925;977000000.0
FC Carney;39;821;1979;302000000.0
FC Hill;185;957;1936;547000000.0
FC Swanson;82;503;1984;745000000.0
FC Figueroa;65;225;1892;616000000.0
FC Andrews;123;544;1982;844000000.0
FC Crawford;192;73;1967;152000000.0
FC Johnson;102;839;1855;697000000.0
FC Soto;194;653;1995;492000000.0
FC Jones;154;714;2012;927000000.0
FC Cain;150;839;1856;404000000.0
FC Lewis;16;196;1909;742000000.0
FC Mora;46;169;2003;547000000.0
FC Bennett;46;673;1900;396000000.0
FC Lee;19;972;1984;49000000.0
FC Elizabeth;111;314;1858;734000000.0
FC Chase;188;978;1997;306000000.0
FC Lopez;180;682;1949;672000000.0
FC Ross;176;969;1934;892000000.0
FC Cortez;190;209;1904;43000000.0
FC Davis;188;893;1976;604000000.0
FC Chaney;119;301;1933;427000000.0
FC Sanchez;185;781;1871;839000000.0
FC Rebecca;72;600;1888;358000000.0
FC Prince;154;237;1941;416000000.0
FC Jordan;143;779;1915;863000000.0
FC Allison;150;455;1989;688000000.0
FC Murphy;177;700;1926;401000000.0
FC Reed;167;925;1923;790000000.0
FC Jones;118;375;1866;494000000.0
FC Flowers;60;578;1908;845000000.0
FC Bernard;195;233;2018;816000000.0
FC Butler;83;252;1975;157000000.0
FC Curtis;122;126;2009;225000000.0
FC Potter;13;44;1983;986000000.0
FC Moses;173;167;1921;270000000.0
FC Wilson;136;239;2022;163000000.0
FC Pineda;79;212;1976;749000000.0
FC Callahan;131;662;1990;185000000.0
FC Duarte;52;795;1976;377000000.0
FC Brian;141;987;1931;356000000.0
FC Zamora;61;643;1878;549000000.0
FC Davis;26;926;1911;96000000.0
FC Ayala;144;38;1872;15000000.0
FC Cooper;83;360;1860;863000000.0
FC Barry;153;455;1859;806000000.0
FC Adams;125;91;1978;413000000.0
FC Jackson;120;209;1866;317000000.0
FC Smith;160;709;1893;638000000.0
FC Wilcox;119;828;1927;115000000.0
FC Dawson;7;207;1937;254000000.0
FC Mitchell;30;998;1920;111000000.0
FC Bean;30;296;1884;748000000.0
FC Baker;5;974;1903;333000000.0
FC Lee;55;16;1930;498000000.0
FC Gardner;195;363;2018;986000000.0
FC Jimenez;199;167;1970;347000000.0
FC Stanton;39;845;2013;162000000.0
FC Davidson;62;799;1954;535000000.0
FC Ortiz;9;346;1888;664000000.0
FC Robbins;175;458;1970;315000000.0
FC Palmer;89;295;1862;565000000.0
FC Lee;101;45;1894;334000000.0
FC Gutierrez;171;66;1902;547000000.0
FC Jones;48;412;1919;90000000.0
FC Perez;90;153;1852;234000000.0
FC Odom;14;916;1994;884000000.0
FC Williams;135;162;1979;372000000.0
FC Ayala;39;839;1962;972000000.0
FC Young;52;727;1868;791000000.0
FC Pugh;146;384;1902;195000000.0
FC Saunders;80;107;1888;809000000.0
FC Rich;46;344;1951;942000000.0
FC Snyder;71;392;1954;41000000.0
FC Ballard;52;56;1940;631000000.0
FC Buchanan;16;623;1870;628000000.0
FC Thomas;98;874;1939;30000000.0
FC Meyers;196;119;1928;569000000.0
FC Allen;194;134;1865;526000000.0
FC Perry;195;837;2013;911000000.0
FC Mckinney;189;753;1960;510000000.0
FC Sanchez;155;191;1962;606000000.0
FC Hamilton;179;671;1934;242000000.0
FC Cantu;128;507;1898;209000000.0
FC Martinez;121;946;1973;609000000.0
FC Mcneil;37;416;1972;466000000.0
FC Williams;156;930;1912;6000000.0
FC Washington;141;688;2002;114000000.0
FC Levy;141;28;2004;905000000.0
FC Hodges;30;1000;1910;103000000.0
FC Goodwin;194;558;1990;702000000.0
FC Hill;64;327;1913;210000000.0
FC Harrington;141;245;2021;129000000.0
FC Marquez;131;879;2016;960000000.0
FC Hickman;99;245;1962;882000000.0
FC Anderson;93;119;1959;387000000.0
FC Sanchez;200;198;1992;119000000.0
FC Hicks;112;539;1860;759000000.0
FC Campbell;72;451;1972;555000000.0
FC Rodriguez;128;543;2005;993000000.0
FC Obrien;200;333;1974;375000000.0
FC Hendrix;179;619;1977;62000000.0
FC Hall;192;172;1954;934000000.0
FC Atkins;160;463;1973;448000000.0
FC Hunter;110;586;2020;609000000.0
FC Becker;40;937;1947;364000000.0
FC Emily;12;382;1993;90000000.0
FC Klein;96;398;1951;820000000.0
FC Gilbert;72;619;1938;632000000.0
FC Martin;50;220;1983;43000000.0
FC Nash;127;812;1870;75000000.0
FC Mason;186;400;1906;896000000.0
FC Garrison;178;822;1881;666000000.0
FC Martinez;136;664;2015;888000000.0
FC Lynch;140;178;1892;181000000.0
FC Ponce;177;887;2014;495000000.0
FC Ortega;104;507;1972;382000000.0
FC Kline;137;986;2005;481000000.0
FC Erickson;15;576;1852;160000000.0
FC Smith;124;705;2002;618000000.0
FC Mcintosh;188;485;2003;897000000.0
FC Fox;3;595;1851;197000000.0
FC Maldonado;14;316;1901;468000000.0
FC Ross;196;848;1992;252000000.0
FC Marshall;73;258;1904;959000000.0
FC Reed;50;161;1913;291000000.0
FC Sheppard;196;404;1863;651000000.0
FC Johnson;60;70;2011;231000000.0
FC Kerr;24;980;1895;184000000.0
FC Gibson;106;274;1888;902000000.0
FC Cruz;5;476;1885;184000000.0
FC Howard;199;148;1863;862000000.0
FC West;200;656;1969;88000000.0
FC Thompson;93;853;1889;324000000.0
FC Martin;10;852;1965;385000000.0
FC Mathis;105;139;1936;329000000.0
FC Armstrong;185;952;1906;157000000.0
FC Owens;126;749;1861;188000000.0
FC Flynn;92;182;1914;964000000.0
FC Carlson;152;620;1988;691000000.0
FC Robinson;76;353;1982;383000000.0
FC Fitzgerald;8;954;1942;97000000.0
FC Cox;73;222;1905;656000000.0
FC Dunn;47;503;1890;967000000.0
FC Olsen;4;617;1996;902000000.0
FC Curtis;108;127;1995;123000000.0
FC Solomon;174;883;1969;193000000.0
FC Ellis;137;328;2011;740000000.0
FC Love;58;529;1859;969000000.0
FC Williams;138;472;1894;184000000.0
FC Hayes;77;833;1880;999000000.0
FC Hart;166;159;1855;454000000.0
FC Anderson;193;34;1910;990000000.0
FC Lynch;96;984;1854;429000000.0
FC Smith;24;711;1883;94000000.0
FC Williams;132;400;1955;272000000.0
FC Brown;183;311;1980;29000000.0
FC Chavez;150;817;1898;470000000.0
FC Sims;192;789;2005;986000000.0
FC Kelly;90;621;1870;20000000.0
FC Johnson;167;431;2021;112000000.0
FC White;13;448;1910;988000000.0
FC Reed;112;865;1978;66000000.0
FC Humphrey;88;634;2017;384000000.0
FC Wallace;154;438;1989;727000000.0
FC Becker;33;788;1856;197000000.0
FC Carpenter;42;328;1995;182000000.0
FC Solomon;167;102;1988;213000000.0
FC Terry;98;73;2012;582000000.0
FC Carlson;124;115;1997;995000000.0
FC Ellis;117;590;1905;222000000.0
FC Stewart;94;717;1961;303000000.0
FC Mccormick;142;920;1875;825000000.0
FC Howell;135;62;1966;830000000.0
FC Morgan;191;251;2016;165000000.0
FC Davis;185;901;2020;18000000.0
FC Bauer;187;153;1905;200000000.0
FC Jones;30;849;1946;845000000.0
FC Gilbert;1;344;1928;968000000.0
FC Webb;43;843;1968;187000000.0
FC Johnson;143;751;2003;37000000.0
FC Stephens;183;798;1889;866000000.0
FC Kirby;37;409;1863;742000000.0
FC Bishop;106;60;1865;681000000.0
FC Cross;11;586;2018;689000000.0
FC Smith;54;220;1944;428000000.0
FC Woods;160;1;2006;690000000.0
FC Campbell;152;809;1869;846000000.0
FC Dunn;63;408;1941;820000000.0
FC Chandler;103;739;1892;493000000.0
FC Russell;61;605;2018;765000000.0
FC Jordan;149;909;2013;978000000.0
FC Garcia;43;569;1921;776000000.0
FC Foley;57;743;1900;273000000.0
FC Stewart;28;680;1969;518000000.0
FC Brandt;166;169;1969;847000000.0
FC White;39;611;1995;31000000.0
FC Barnett;144;938;1853;645000000.0
FC Carter;115;746;1999;355000000.0
FC Bryant;103;263;1906;337000000.0
FC Chapman;110;969;1984;292000000.0
FC Smith;5;956;1994;730000000.0
FC Robinson;91;346;2005;693000000.0
FC Henderson;106;952;2008;959000000.0
FC Ferguson;194;5;1877;373000000.0
FC Ray;161;196;1975;603000000.0
FC Collier;132;796;1951;793000000.0
FC Jones;143;123;1935;206000000.0
FC Johnson;112;957;1997;729000000.0
FC Garrison;145;920;2000;495000000.0
FC Hunt;67;81;1868;427000000.0
FC Miller;1;905;2015;242000000.0
FC Winters;17;842;2006;24000000.0
FC Foster;163;786;1982;737000000.0
FC Griffin;32;640;2007;701000000.0
FC Stewart;72;505;1939;762000000.0
FC Carter;123;765;1962;335000000.0
FC Morris;7;142;1890;882000000.0
FC Proctor;114;624;1948;715000000.0
FC Schultz;105;551;1999;802000000.0
FC Freeman;148;225;1868;818000000.0
FC Le;122;150;1969;582000000.0
FC Potter;13;929;1874;721000000.0
FC Rose;79;647;1907;929000000.0
FC Gomez;90;122;1920;760000000.0
FC Roberts;188;194;1891;14000000.0
FC Walker;120;231;2000;137000000.0
FC Vasquez;117;322;1916;151000000.0
FC Rivera;181;779;1891;452000000.0
FC Michelle;184;392;1851;482000000.0
FC Vargas;135;610;1872;76000000.0
FC Shaw;82;512;1939;645000000.0
FC Reeves;167;716;1885;106000000.0
FC Gilbert;2;530;1928;871000000.0
FC Morris;184;285;1990;689000000.0
FC Martinez;167;105;2020;960000000.0
FC Frank;120;507;1850;504000000.0
FC Johnson;82;868;1895;750000000.0
FC Michelle;145;323;1927;406000000.0
FC Lambert;120;838;2012;122000000.0
FC Valencia;41;245;1971;243000000.0
FC Douglas;133;211;1970;310000000.0
FC Brown;39;467;1904;67000000.0
FC Cameron;121;388;2004;82000000.0
FC Carter;194;344;1949;941000000.0
FC Harper;162;106;1852;583000000.0
FC Hernandez;96;555;1925;298000000.0
FC Ross;199;748;1889;429000000.0
FC Davidson;32;794;1894;293000000.0
FC Patel;53;837;1948;965000000.0
FC Mitchell;189;454;1860;836000000.0
FC Stephen;163;797;1882;639000000.0
FC Ingram;199;833;1933;558000000.0
FC Sullivan;89;47;2005;58000000.0
FC White;80;288;1877;13000000.0
FC Schneider;183;850;1919;133000000.0
FC Marks;81;914;1871;40000000.0
FC Barrett;136;926;1901;268000000.0
FC Reyes;52;769;1961;460000000.0
FC Carey;147;193;1956;378000000.0
FC Bush;175;6;2000;399000000.0
FC Leslie;47;188;1924;709000000.0
FC Walker;11;801;1883;547000000.0
FC Williams;11;680;1853;609000000.0
FC Gutierrez;185;96;1987;297000000.0
FC Hart;20;292;1907;339000000.0
FC Krause;13;336;1877;441000000.0
FC Wood;197;378;1973;918000000.0
FC Kline;194;853;1952;787000000.0
FC Davis;19;709;1973;142000000.0
FC Gloria;183;767;1863;701000000.0
FC Petty;154;425;1859;641000000.0
FC Rivers;197;42;1891;62000000.0
FC Medina;131;65;1911;845000000.0
FC Dixon;120;276;1972;171000000.0
FC Li;57;303;1972;371000000.0
FC Ramos;151;224;1926;78000000.0
FC Foster;193;982;1885;298000000.0
FC Phillips;23;287;2009;15000000.0
FC Ryan;159;387;1996;346000000.0
FC Johnston;24;194;1951;937000000.0
FC Williams;166;868;1869;607000000.0
FC Patterson;116;224;1980;456000000.0
FC Keller;133;830;2003;38000000.0
FC Blackburn;12;997;1854;609000000.0
FC Gordon;116;297;2005;852000000.0
FC Barker;130;725;1854;717000000.0
FC Bowen;173;649;1885;157000000.0
FC Phillips;83;856;1902;258000000.0
FC Mcbride;184;958;1857;81000000.0
FC White;46;904;1882;637000000.0
FC Morgan;181;2;1995;18000000.0
FC Gonzalez;179;483;1867;228000000.0
FC Murillo;180;489;1928;402000000.0
FC Moore;86;590;2000;92000000.0
FC Martin;117;809;1855;911000000.0
FC Mendez;119;56;1909;132000000.0
FC Roberts;67;684;1953;386000000.0
FC Bullock;191;569;1890;806000000.0
