232;390;2022-06-04;5
960;264;2022-09-27;3
735;96;2022-04-10;1
303;133;2022-10-16;1
633;268;2021-01-13;1
502;407;2020-02-26;1
640;305;2022-11-21;4
919;340;2022-03-19;1
332;49;2021-05-08;2
386;583;2020-10-08;5
401;506;2020-04-07;4
407;942;2020-04-12;5
210;103;2021-12-29;2
261;215;2022-05-18;1
974;691;2020-09-30;1
422;929;2021-03-03;3
635;538;2020-11-10;3
785;417;2020-02-01;3
534;941;2022-12-04;5
386;4;2020-04-19;3
983;133;2020-03-13;3
258;959;2021-08-01;5
188;310;2021-08-27;1
793;329;2022-05-31;5
107;956;2020-09-14;4
417;418;2021-12-15;1
955;271;2022-05-04;2
144;367;2020-03-04;5
404;308;2021-11-29;1
93;949;2022-11-12;3
970;389;2020-06-21;1
272;690;2021-08-28;2
258;511;2022-05-12;1
216;81;2022-09-09;3
306;554;2022-05-03;4
855;822;2022-02-06;2
591;109;2020-01-22;3
292;745;2020-06-25;3
321;401;2022-10-22;2
608;925;2021-05-08;1
151;306;2021-09-15;2
496;720;2022-03-08;3
489;921;2020-08-15;1
672;27;2021-10-01;1
598;753;2020-01-16;4
559;615;2021-09-06;1
981;733;2021-11-06;5
368;606;2021-10-09;4
418;672;2020-08-14;5
265;648;2022-08-29;1
648;593;2021-12-21;5
332;31;2022-02-20;1
738;521;2022-01-03;1
511;62;2020-01-24;5
263;424;2020-02-29;5
670;123;2022-10-07;4
414;57;2021-10-12;4
679;716;2021-01-27;2
281;457;2021-10-12;5
841;548;2021-12-30;4
848;624;2021-01-23;3
710;920;2021-08-26;3
824;775;2022-10-21;5
619;348;2022-05-08;5
453;903;2022-03-28;5
530;405;2020-03-27;4
899;854;2022-04-22;2
440;334;2020-07-30;5
789;136;2020-05-20;3
747;526;2022-01-08;3
364;775;2021-08-20;2
805;208;2020-06-06;4
392;349;2021-04-28;1
225;460;2022-09-07;2
263;566;2020-08-17;2
658;99;2020-11-15;2
963;767;2022-02-26;4
590;871;2021-10-07;4
36;722;2021-04-10;2
988;156;2021-03-30;1
70;690;2020-12-13;1
762;473;2022-05-18;1
617;345;2020-02-12;2
386;901;2020-05-28;3
572;844;2021-09-03;3
850;459;2021-05-10;5
980;207;2020-02-21;3
562;575;2020-10-29;1
197;762;2020-01-27;3
733;13;2022-11-27;3
54;480;2021-03-14;3
150;998;2022-01-26;1
904;704;2021-03-16;2
730;245;2020-05-11;1
571;385;2021-07-09;5
194;963;2022-02-21;2
14;954;2021-08-28;1
486;267;2022-09-23;1
576;555;2020-05-14;5
142;626;2021-02-05;2
305;422;2021-06-03;4
244;128;2022-10-05;3
554;150;2022-05-01;1
582;21;2022-01-24;3
109;582;2020-05-06;4
348;132;2022-07-28;2
666;832;2022-06-08;2
178;366;2022-02-05;1
967;327;2020-05-19;1
923;731;2020-11-28;1
968;785;2020-02-06;4
714;788;2020-02-13;5
615;752;2021-11-25;2
533;205;2022-07-27;5
843;571;2021-05-11;4
405;480;2022-06-14;1
126;765;2022-02-23;5
476;217;2022-04-06;4
501;633;2022-08-27;1
739;87;2020-08-10;3
597;993;2022-07-22;5
419;712;2022-11-09;4
930;729;2022-10-06;3
698;93;2020-06-20;1
422;774;2021-01-31;2
37;62;2022-05-12;1
356;38;2020-01-06;1
747;584;2020-03-26;4
368;742;2022-06-18;2
832;252;2020-12-06;2
738;652;2020-12-12;5
532;803;2020-03-07;2
532;273;2022-12-25;2
856;610;2022-04-22;4
684;872;2021-12-08;5
208;370;2022-04-02;5
497;740;2021-01-25;4
723;914;2021-02-22;2
443;213;2020-12-11;2
994;48;2022-09-21;4
652;605;2022-07-26;2
210;455;2022-11-12;3
286;11;2020-12-01;1
731;244;2020-10-05;3
14;354;2022-07-23;2
68;422;2021-10-22;3
486;520;2022-04-30;2
213;351;2021-10-03;4
752;380;2022-09-09;5
91;65;2021-03-10;1
561;649;2021-10-21;2
69;383;2021-07-27;1
553;545;2021-06-28;1
23;210;2021-03-14;4
627;27;2020-06-02;4
652;445;2022-06-19;2
888;350;2021-11-29;3
307;665;2021-03-06;1
405;853;2021-05-29;3
1;99;2021-04-02;3
355;8;2021-03-28;2
963;380;2021-11-06;4
969;807;2022-07-20;1
4;654;2021-03-21;3
877;4;2021-10-16;5
342;961;2020-01-09;5
577;773;2020-05-04;4
454;815;2022-01-23;1
796;424;2022-10-20;1
179;705;2020-08-23;3
934;474;2022-08-18;1
321;83;2021-10-17;3
209;559;2022-11-03;2
562;987;2021-06-20;3
658;145;2021-12-20;2
490;46;2021-11-13;3
215;438;2022-06-23;2
908;100;2020-09-18;2
825;54;2021-12-12;1
776;467;2021-06-21;4
508;551;2022-11-21;1
638;535;2020-02-09;3
985;432;2022-05-08;5
244;745;2020-07-04;1
491;674;2020-09-24;1
857;99;2020-04-27;3
506;988;2021-04-18;3
44;72;2022-08-30;4
818;324;2021-10-27;2
261;379;2020-01-07;1
245;556;2020-03-04;1
432;316;2021-09-22;3
357;959;2022-04-29;2
614;743;2022-01-23;3
516;756;2020-11-24;1
369;885;2020-04-10;3
174;771;2020-06-23;1
497;454;2022-06-21;1
29;917;2020-06-17;2
661;831;2020-12-08;4
914;455;2020-11-29;4
322;190;2022-09-12;1
634;258;2020-07-01;2
461;969;2021-03-20;4
513;989;2022-09-12;1
354;199;2021-01-09;5
800;287;2022-07-10;2
870;674;2022-12-26;2
644;280;2021-07-15;2
143;204;2021-11-20;3
806;188;2021-07-28;5
180;932;2020-05-30;3
288;331;2020-05-21;4
609;372;2021-06-30;1
158;48;2020-08-03;3
89;947;2020-04-29;2
87;750;2020-09-20;4
349;811;2020-04-01;2
597;983;2020-07-15;2
169;610;2022-11-16;2
256;781;2022-04-10;2
428;247;2022-01-19;3
12;122;2022-10-08;1
194;536;2021-02-12;4
553;732;2022-09-19;3
892;878;2022-12-13;2
449;462;2021-05-31;1
382;922;2022-10-28;1
746;941;2020-08-18;5
741;262;2020-10-01;4
985;42;2020-07-26;3
168;226;2022-01-19;1
99;883;2021-09-30;2
375;414;2021-02-14;5
666;799;2020-10-18;4
469;188;2020-08-22;3
474;732;2021-10-26;4
167;588;2022-04-01;1
814;877;2021-03-02;1
26;217;2022-06-25;2
687;436;2021-09-07;3
107;253;2022-08-31;2
129;864;2020-03-01;1
705;706;2020-01-26;5
220;763;2022-08-05;2
499;391;2020-12-21;3
326;647;2020-12-17;1
65;977;2021-09-08;1
678;596;2021-04-17;5
467;749;2022-11-26;1
437;466;2022-01-25;2
914;910;2022-11-12;3
926;722;2020-10-10;4
900;572;2022-03-09;4
900;668;2020-10-13;2
462;624;2021-04-12;5
443;104;2022-03-15;2
542;894;2020-07-12;5
237;882;2022-09-04;2
168;309;2021-06-02;5
877;178;2020-02-06;3
175;835;2020-06-22;2
427;653;2021-01-16;5
883;160;2022-11-10;5
371;572;2021-05-09;4
70;704;2020-08-11;1
134;382;2020-08-18;1
547;673;2020-03-14;5
982;714;2020-07-11;5
251;333;2021-01-02;1
710;421;2022-10-04;2
780;342;2022-03-22;4
351;66;2020-10-01;4
163;34;2022-06-22;4
528;679;2020-10-03;4
598;112;2021-05-26;2
285;18;2022-09-03;5
226;785;2022-10-22;2
710;754;2022-04-16;1
375;961;2022-11-26;2
466;819;2020-06-11;2
611;145;2021-03-10;2
603;225;2022-06-02;2
917;154;2020-05-24;1
57;407;2022-10-02;4
818;582;2022-04-08;5
580;527;2022-03-20;1
603;929;2022-11-06;4
694;993;2021-05-08;3
749;583;2022-08-24;2
856;864;2021-04-22;5
981;388;2021-11-17;3
567;576;2021-11-06;2
756;787;2020-07-06;2
780;223;2021-01-22;4
599;296;2022-06-05;5
529;763;2021-07-05;1
33;886;2020-12-26;1
343;213;2022-08-22;2
131;212;2022-03-12;3
255;374;2021-09-30;4
957;243;2022-08-15;1
413;961;2020-09-03;5
682;391;2021-02-10;4
860;918;2021-11-29;5
410;593;2021-09-11;1
175;466;2021-03-08;3
955;878;2022-10-29;3
449;122;2020-01-21;1
542;990;2022-03-30;2
42;105;2020-07-24;5
467;65;2021-01-03;3
134;923;2020-03-19;3
691;638;2022-03-25;2
292;255;2021-09-17;1
574;523;2022-09-15;3
752;238;2020-10-30;2
979;300;2022-04-04;1
220;587;2021-12-13;5
656;965;2020-08-30;1
27;137;2022-01-06;2
222;875;2021-05-30;2
7;780;2021-09-21;5
386;639;2021-06-18;5
323;273;2021-02-07;5
8;510;2022-03-05;1
588;716;2021-08-10;5
309;439;2021-11-29;3
904;273;2020-09-07;1
539;830;2021-11-17;5
841;392;2020-12-21;4
959;1000;2022-03-02;3
729;140;2022-09-30;5
348;919;2021-04-08;1
965;690;2022-03-03;1
121;973;2021-11-21;3
527;42;2021-06-17;5
811;393;2020-03-15;3
957;578;2020-03-09;1
886;585;2022-01-30;3
45;646;2022-01-19;5
890;195;2020-03-29;4
878;27;2020-04-23;1
318;674;2021-09-21;4
581;644;2022-02-25;2
391;722;2022-08-06;3
597;274;2021-03-02;2
759;223;2020-02-16;3
718;167;2020-11-06;5
354;469;2020-10-08;3
750;121;2020-05-08;1
322;859;2020-03-24;1
643;74;2021-07-29;4
257;571;2021-12-13;4
52;632;2022-01-08;4
731;688;2020-11-09;5
915;659;2022-06-21;1
12;546;2020-07-24;5
551;800;2022-10-15;5
303;554;2022-07-12;1
975;957;2020-01-06;1
604;256;2022-11-16;3
382;872;2021-08-13;5
959;453;2022-06-09;2
638;120;2022-05-30;4
476;499;2021-05-18;2
358;507;2022-08-25;5
407;728;2020-10-22;4
442;658;2022-10-02;2
540;308;2020-09-12;2
47;156;2022-10-13;1
73;114;2021-02-27;3
411;842;2022-12-20;2
36;174;2021-08-20;4
401;944;2022-01-21;5
474;777;2021-03-17;1
155;385;2022-11-18;5
859;238;2022-04-06;3
797;469;2021-01-11;4
944;355;2021-04-01;1
57;503;2020-12-15;3
751;951;2021-07-24;1
230;191;2022-02-17;4
764;308;2022-09-06;1
393;952;2021-10-23;4
374;338;2021-07-09;2
719;911;2021-06-29;1
152;703;2021-10-06;3
659;931;2021-02-19;1
416;252;2021-08-18;5
807;974;2021-09-26;4
214;511;2020-12-03;3
81;503;2022-05-06;4
431;631;2021-05-29;4
187;863;2021-06-21;2
511;859;2021-03-12;1
507;715;2021-10-22;2
903;634;2020-09-14;5
264;337;2022-04-12;1
965;258;2020-06-05;2
333;604;2021-12-14;5
311;709;2021-11-03;1
763;500;2020-02-19;4
851;849;2022-10-17;3
306;348;2021-04-27;3
569;941;2021-01-21;1
622;133;2022-01-27;2
54;493;2021-01-28;3
503;365;2021-01-02;5
173;216;2021-01-17;1
946;490;2022-01-06;4
653;555;2022-06-18;5
732;328;2021-10-21;5
262;817;2022-09-02;5
583;836;2020-11-29;3
197;81;2022-09-20;2
428;913;2020-01-29;4
895;959;2022-12-18;5
551;505;2022-06-08;5
742;953;2022-08-17;3
825;801;2021-01-30;4
81;317;2021-05-17;3
236;120;2022-06-22;3
56;755;2020-07-05;4
813;567;2022-08-26;2
814;910;2022-06-29;4
887;916;2022-06-06;1
660;566;2021-11-20;5
386;411;2022-01-20;4
454;934;2022-09-07;2
95;136;2021-04-28;3
62;926;2022-02-15;1
37;949;2021-11-08;1
146;581;2020-08-27;4
779;90;2022-04-12;1
40;337;2021-03-30;5
144;817;2022-03-04;5
529;713;2020-09-20;1
183;875;2020-03-26;5
95;309;2021-07-14;4
596;322;2021-09-02;3
442;745;2021-02-03;5
598;653;2022-01-25;1
939;997;2022-09-06;3
879;198;2020-09-21;2
189;346;2021-04-21;3
646;603;2021-02-14;3
183;193;2020-09-05;5
917;257;2021-10-03;2
863;821;2021-08-24;2
757;394;2021-06-21;4
300;900;2022-10-17;3
918;216;2020-05-03;5
719;838;2020-09-15;2
152;809;2021-01-05;1
928;45;2021-03-17;5
296;766;2020-02-13;1
685;645;2021-12-08;5
103;396;2022-03-19;1
664;986;2020-08-26;3
555;626;2020-03-18;5
223;763;2020-02-24;2
767;938;2022-03-31;3
807;249;2020-09-14;4
520;627;2022-01-27;4
158;29;2020-12-13;2
723;765;2022-01-30;4
88;291;2021-02-22;1
239;56;2021-11-23;5
419;410;2021-12-14;3
304;84;2020-04-03;4
241;323;2022-02-15;4
593;480;2021-09-12;1
278;644;2021-08-03;4
334;42;2020-02-07;2
291;703;2022-04-25;3
652;984;2022-03-10;4
259;799;2020-02-07;2
445;626;2022-03-09;5
188;760;2021-07-28;2
792;283;2021-02-15;2
544;210;2021-02-09;5
647;32;2020-06-08;3
287;393;2021-05-19;5
679;191;2021-12-29;3
403;432;2021-04-04;4
367;18;2020-07-10;5
903;350;2021-12-23;3
142;544;2022-11-07;1
205;226;2020-06-09;2
700;766;2021-12-12;2
70;577;2021-08-22;2
90;687;2022-01-14;1
377;655;2020-09-04;4
425;679;2020-12-25;4
963;302;2022-09-19;4
730;762;2021-10-21;3
611;304;2021-12-10;2
551;793;2021-06-11;3
871;773;2021-08-12;1
24;194;2021-09-17;5
161;447;2020-04-08;5
745;880;2022-10-24;5
359;530;2020-05-24;2
482;975;2020-11-06;2
965;616;2022-10-06;5
901;747;2020-02-17;5
395;609;2022-08-31;2
279;600;2022-01-03;2
400;731;2021-01-31;1
405;22;2020-01-15;3
512;348;2022-01-09;4
581;922;2021-04-27;3
623;774;2021-05-21;5
298;623;2021-12-30;1
454;826;2020-10-09;2
702;826;2020-01-14;5
78;76;2021-12-11;5
771;509;2022-03-27;2
857;840;2020-08-08;2
859;555;2022-05-16;1
722;476;2020-05-28;5
985;166;2020-04-17;1
849;715;2022-08-19;1
305;727;2022-05-25;2
716;1000;2022-09-21;2
667;229;2021-04-11;1
96;630;2021-04-30;3
164;832;2021-03-22;5
592;947;2020-08-22;4
18;932;2021-10-30;1
440;375;2021-02-19;2
217;890;2021-01-05;3
479;715;2022-10-08;2
926;382;2022-02-20;2
348;738;2021-06-09;4
28;40;2020-11-17;5
247;294;2021-06-09;3
182;140;2022-05-11;5
476;157;2021-05-11;1
972;472;2021-09-20;3
358;216;2022-01-09;3
451;993;2022-07-10;3
792;220;2022-11-06;3
683;417;2021-06-21;4
165;786;2021-05-27;2
258;882;2022-03-31;1
841;330;2022-08-17;4
942;995;2021-11-20;1
250;593;2021-03-26;1
99;199;2021-09-12;2
98;703;2021-04-18;3
340;473;2022-07-16;4
45;393;2020-10-28;1
7;277;2022-05-26;4
778;611;2021-02-11;1
368;508;2020-12-05;4
656;896;2021-06-30;3
809;473;2022-12-30;2
8;692;2021-09-29;4
86;288;2021-03-27;1
151;794;2022-06-09;2
792;255;2020-05-15;1
710;867;2021-12-04;1
988;275;2021-05-06;2
588;54;2020-07-28;1
70;897;2022-11-14;2
818;360;2020-11-01;3
55;316;2022-03-28;2
944;921;2022-02-04;5
294;131;2021-05-11;5
526;674;2021-12-15;1
469;532;2021-06-30;3
396;809;2022-05-20;2
358;681;2020-04-18;1
424;228;2021-11-13;4
226;89;2020-11-27;4
425;642;2020-05-21;3
634;714;2020-09-28;5
802;81;2021-07-14;5
895;755;2022-07-07;3
121;863;2020-02-01;1
354;252;2021-08-17;1
326;50;2022-02-21;5
272;293;2021-02-07;3
279;945;2021-04-10;4
678;651;2022-03-09;5
842;25;2021-02-23;4
846;594;2020-04-01;1
208;370;2022-10-25;1
201;729;2020-04-30;2
874;478;2020-08-13;2
333;132;2022-02-19;3
390;381;2021-12-30;3
667;24;2020-03-10;5
48;957;2022-06-04;3
942;726;2022-02-26;1
32;848;2022-07-28;1
674;456;2020-07-15;1
930;119;2022-04-22;3
999;854;2022-12-13;5
123;766;2021-02-02;5
888;731;2022-08-25;3
710;593;2022-09-01;3
671;577;2021-07-05;5
390;280;2020-05-11;3
803;146;2020-01-07;2
742;223;2020-01-17;2
949;209;2021-10-27;2
854;327;2021-05-05;5
166;407;2022-07-31;4
216;627;2020-10-05;4
763;174;2021-06-28;1
2;87;2020-07-22;3
364;18;2021-10-01;2
420;8;2021-12-07;1
81;483;2020-01-09;5
998;405;2022-03-13;2
419;814;2021-07-20;1
935;837;2020-02-08;4
44;756;2022-12-06;5
224;463;2020-03-20;3
880;6;2021-02-01;4
204;180;2022-08-11;4
823;524;2022-12-22;4
61;241;2020-02-23;4
562;679;2020-05-23;1
771;985;2022-08-10;3
738;730;2021-01-12;2
172;352;2022-10-01;2
935;718;2021-12-16;4
60;870;2020-10-07;4
231;342;2021-09-10;3
874;586;2021-08-09;4
625;343;2020-01-19;2
581;19;2020-06-04;3
598;339;2020-05-17;3
839;517;2021-03-26;3
645;203;2022-12-09;3
447;61;2020-02-25;1
583;609;2021-01-09;3
896;501;2022-09-27;2
374;278;2022-01-18;4
68;432;2022-03-17;2
184;608;2022-06-01;3
650;444;2022-01-02;4
741;278;2020-11-20;2
108;525;2020-02-15;2
950;239;2022-11-04;5
951;952;2020-04-15;3
936;951;2020-09-29;3
710;570;2022-04-23;5
892;435;2021-10-05;5
763;534;2022-02-12;1
165;370;2021-02-20;4
363;786;2021-01-17;4
371;64;2020-05-08;2
440;331;2021-08-17;4
882;699;2021-07-01;1
886;957;2022-08-17;4
653;463;2022-03-28;5
422;963;2021-05-17;4
835;39;2022-08-28;4
803;177;2021-01-27;1
60;12;2022-10-26;5
35;240;2021-07-10;2
508;974;2020-10-02;5
510;375;2020-02-07;5
23;770;2021-03-06;4
316;982;2021-06-17;5
328;943;2020-03-06;2
255;914;2021-08-15;1
270;984;2020-04-15;1
507;566;2021-08-27;3
72;479;2022-07-14;2
34;926;2020-06-25;4
376;956;2021-08-14;4
548;722;2021-06-11;3
142;189;2020-06-29;4
753;156;2020-09-11;4
395;650;2020-10-16;2
410;149;2021-11-16;3
788;343;2020-05-09;4
845;918;2022-04-30;1
674;775;2022-12-25;2
450;419;2021-05-28;3
296;225;2020-02-17;2
170;114;2021-02-13;3
362;469;2021-04-11;4
140;760;2021-05-17;4
952;807;2022-09-23;2
835;871;2022-08-03;1
223;595;2020-08-01;2
596;278;2021-09-26;2
265;638;2022-01-07;1
899;178;2022-11-10;4
601;80;2021-01-23;4
162;762;2020-09-25;1
494;897;2020-11-08;2
352;911;2022-04-30;3
115;202;2020-11-15;3
988;276;2021-06-28;2
341;518;2020-11-04;2
915;45;2021-04-30;3
428;687;2020-02-20;3
944;345;2022-07-25;5
164;806;2022-05-03;1
848;142;2021-09-20;4
5;603;2020-11-05;5
295;481;2021-10-11;2
911;112;2020-12-01;2
82;526;2020-10-11;2
671;542;2020-01-24;4
567;579;2021-09-20;1
739;264;2022-09-05;5
457;790;2022-08-17;2
888;738;2021-03-24;1
547;226;2022-07-21;1
691;932;2020-03-18;4
658;700;2020-08-07;4
829;589;2022-07-05;3
297;816;2021-06-21;5
473;422;2022-03-24;1
976;903;2020-02-14;4
355;867;2022-03-08;5
269;594;2022-05-10;3
311;423;2022-07-07;5
886;562;2022-06-03;3
592;728;2020-09-16;4
773;344;2020-09-21;2
444;267;2020-04-21;1
88;952;2020-04-03;2
371;168;2021-12-10;4
454;684;2021-10-11;2
989;620;2020-01-12;3
68;743;2020-07-26;5
2;509;2020-10-13;3
1000;20;2020-09-28;2
52;130;2020-04-14;2
555;918;2022-04-28;2
73;11;2021-09-04;5
34;527;2020-07-07;3
643;354;2020-07-10;1
1;818;2022-11-25;5
852;773;2020-09-20;4
899;374;2022-05-31;4
785;509;2021-10-08;2
374;524;2022-07-19;2
366;61;2020-12-29;1
786;779;2022-12-28;3
723;92;2021-03-03;5
780;291;2021-07-09;5
950;65;2021-09-13;4
774;52;2021-02-07;2
472;809;2020-12-20;3
456;759;2020-11-17;2
939;264;2021-07-17;3
578;664;2021-01-01;3
417;613;2021-09-16;1
929;161;2022-10-03;5
628;341;2020-11-11;3
196;501;2021-10-27;5
453;176;2020-02-02;5
919;653;2021-05-22;3
516;374;2020-09-22;3
949;835;2020-12-20;1
800;242;2021-08-06;1
348;349;2022-05-25;3
747;331;2021-05-24;2
116;648;2021-02-06;5
333;317;2021-12-25;5
811;722;2022-11-26;3
70;591;2021-06-28;3
729;341;2020-03-20;3
691;250;2021-06-29;4
592;917;2020-03-20;5
311;511;2022-10-20;5
202;922;2020-06-27;3
420;533;2022-12-20;2
591;40;2021-08-01;1
376;286;2022-11-05;3
462;634;2021-06-22;4
120;862;2022-08-26;5
680;240;2020-12-13;3
318;805;2021-12-11;4
600;802;2020-02-29;2
383;883;2020-10-31;3
734;390;2020-10-30;4
678;320;2021-09-02;3
887;802;2021-01-11;5
200;949;2021-11-07;2
222;411;2020-11-19;2
487;815;2020-04-21;2
341;156;2020-07-27;5
243;461;2022-02-13;5
968;786;2020-04-30;1
689;93;2020-05-07;4
261;918;2021-12-25;5
816;695;2022-06-26;2
150;22;2021-07-15;1
87;987;2020-12-11;2
95;877;2021-12-08;5
976;507;2020-06-30;5
490;189;2022-08-24;1
271;147;2020-01-21;4
22;412;2020-10-09;1
268;168;2020-10-05;2
274;952;2020-06-24;1
162;664;2020-04-19;3
44;291;2022-10-21;5
440;67;2020-01-23;1
874;628;2022-06-28;3
816;666;2020-03-12;4
220;605;2020-10-16;2
161;130;2021-06-08;5
223;422;2020-12-29;5
126;468;2021-02-17;4
778;989;2020-05-25;2
289;547;2020-08-26;3
363;136;2021-07-18;5
161;549;2020-08-18;2
43;773;2020-07-31;4
169;533;2022-04-28;4
14;238;2021-05-05;3
377;481;2022-06-17;2
525;631;2020-09-12;1
346;633;2020-02-25;3
577;945;2020-01-17;2
905;553;2021-06-15;3
615;423;2021-10-27;4
976;658;2022-11-15;4
179;356;2021-03-18;4
51;2;2022-07-21;2
778;939;2020-04-22;5
694;313;2021-03-26;2
646;787;2020-02-22;4
829;513;2020-02-27;5
565;113;2020-04-25;4
249;521;2021-08-30;5
110;973;2020-03-16;1
699;816;2022-03-05;1
358;14;2022-03-05;5
163;897;2021-04-19;4
78;708;2021-09-23;5
256;183;2021-04-10;4
732;349;2021-07-19;4
747;250;2021-09-26;3
545;4;2022-09-24;2
222;802;2022-01-23;5
285;667;2020-12-15;1
256;689;2020-07-27;4
738;513;2021-08-29;5
837;191;2022-08-03;4
909;155;2020-08-07;3
586;56;2022-01-27;5
459;801;2021-09-02;2
36;44;2020-03-07;1
452;354;2021-03-17;1
708;519;2021-05-14;2
127;789;2020-05-09;4
815;566;2020-05-21;2
609;181;2021-10-19;1
829;81;2022-12-22;5
903;316;2020-08-13;3
101;25;2022-04-19;3
479;327;2020-11-12;4
314;984;2021-09-06;2
687;151;2020-12-22;4
904;529;2021-01-17;5
850;664;2022-11-11;5
678;284;2020-06-09;5
528;463;2021-04-11;2
463;38;2020-12-06;1
936;120;2022-05-11;2
611;389;2020-03-27;3
568;860;2022-11-15;3
733;840;2021-01-26;5
656;735;2021-10-19;2
333;976;2020-11-11;1
639;795;2020-06-07;5
986;265;2020-08-17;3
223;811;2020-11-15;1
686;702;2020-09-04;3
268;974;2021-09-25;5
101;586;2021-11-28;2
923;199;2021-07-02;2
862;641;2020-05-14;5
864;506;2022-03-02;3
23;286;2020-07-30;1
571;544;2021-04-08;5
