('United States Virgin Islands','Cordovastad',19989329.573493626,1429524077.227248),
('Germany','Erinberg',16156739.53089651,1011915488.3472855),
('Switzerland','Lake Jessica',11155765.911718538,1121061448.4793074),
('Uganda','West Matthew',5354143.655290996,667581587.6420143),
('Somalia','North Davidhaven',10749597.330699652,152997054.55627912),
('Ukraine','Port Philipside',14977921.674334848,1440336248.3300028),
('Eritrea','Brownmouth',17459521.64973675,475704746.43606865),
('Myanmar','Mcgeeland',8522204.784494014,941323470.2559286),
('Turks and Caicos Islands','Hatfieldview',4347608.304066204,1462696382.0728629),
('Morocco','Moranside',9203317.205501297,22046586.333600767),
('Brunei Darussalam','Tiffanyhaven',13115872.709624102,1187332384.3921354),
('Brazil','South Joshuaside',4564321.224292232,692168001.325675),
('South Georgia and the South Sandwich Islands','Sarahport',5913630.39250949,1160674077.3549964),
('Kiribati','South Paige',12955637.046165084,1040270842.3030885),
('Tokelau','Whitebury',9910067.014990244,369937352.6528696),
('Gibraltar','West Stevenmouth',17489096.064618163,1304720794.5848317),
('Papua New Guinea','Joneschester',1011575.6408810589,643567757.9079058),
('Faroe Islands','North Steven',707336.711156818,541522926.2883518),
('Niger','Laurenhaven',15103383.129165525,1210962047.4547696),
('Albania','Lake Howardside',15431818.249539232,390022003.7692969),
('Poland','Michaelfurt',10485673.38172332,1241097034.1289074),
('Falkland Islands (Malvinas)','East Jeremiahstad',4479049.159139014,865486502.4470028),
('Slovenia','Gutierrezshire',996186.5966005429,433494140.9924175),
('Latvia','Port Adrienne',12676957.521511586,655867740.1544238),
('Reunion','East Rebecca',12926827.86477194,1324860417.0810595),
('Liechtenstein','South Johntown',4744977.766228721,1187239172.1706612),
('Isle of Man','Jerryborough',3276114.176194675,1085674140.4351223),
('Nepal','North Ronaldstad',2109344.8340172675,1207497695.7990882),
('Antarctica (the territory South of 60 deg S)','Knightport',13814010.969844835,168799807.9004139),
('Puerto Rico','Fletchershire',11153217.392257959,1320703745.449569),
('Syrian Arab Republic','Anthonyton',8699535.898416739,729054497.4650695),
('South Africa','Seanfurt',18995912.434149314,710039435.0145459),
('Egypt','Jessicaside',2489043.9902255717,74413312.22318068),
('Cape Verde','Port Keithton',7912979.200514857,1323611976.2734866),
('Afghanistan','Michaelside',18949562.196675338,58761652.924251646),
('Guam','Lake Sandrastad',4256323.215344176,129237686.85480122),
('Palestinian Territory','Johnsonland',4432940.921977827,1038686188.9668438),
('Rwanda','Lake Jermaine',10734378.972510276,1223568501.2263327),
('Anguilla','Aguilarfurt',17591065.333525237,108602500.1503327),
('Swaziland','Melissaborough',7662642.270634525,604815710.5197028),
('Costa Rica','New Antoniomouth',17118458.23373759,298593349.13231426),
('United States Minor Outlying Islands','South Charlesville',18901955.414239373,860682103.2580366),
('United States of America','Port Jamesmouth',2699248.4150601663,1058080650.6288788),
('Wallis and Futuna','Fergusonborough',9988523.65680007,1168513104.4838831),
('United Arab Emirates','Cantrelltown',1477054.7909968805,1257791270.4123774),
('Burkina Faso','Lake Christine',11491286.475944595,100680780.63054588),
('Venezuela','Danielfort',16935825.764009614,505764907.1954563),
('Tajikistan','Cabreraton',15313944.876159271,482339546.65152174),
('Czech Republic','Hernandezborough',12236542.863594145,1197549558.7319796),
('Ireland','North Richard',7866873.0234808065,212936448.17060995),
('Jordan','Allenstad',13423179.301596088,721021797.6185211),
('Gabon','Owensbury',14155384.55606074,559415720.0380565),
('Ghana','West Kathleen',7635304.648829541,984089744.5940607),
('Estonia','West Jose',12759617.586490437,854350329.5484397),
('Benin','North Heatherfurt',13005724.19563976,440502362.1352078),
('Guernsey','Allenhaven',6077000.253546262,1372440898.9957824),
('Panama','Lake Shelia',7501903.605751849,242449464.14646965),
('New Zealand','New Davidton',5078807.678778297,26094591.48752849),
('Saint Martin','North Jessicatown',6274823.269106471,1266570378.4004014),
('Central African Republic','East Melissatown',3506472.7783186072,855281381.9896393),
('Peru','Ashleychester',13684270.928568905,1429086683.4769392),
('Bhutan','Mannberg',3541487.3296856657,757405206.1389982),
('Netherlands','East Kellyshire',19993804.70217493,1456291764.6675193),
('Serbia','Stevenville',14818412.24650013,327851347.54928344),
('Kuwait','South Alex',10713338.261468457,910494415.495427),
('Korea','Rileyshire',5102571.979510315,612948273.0401639),
('Slovakia (Slovak Republic)','Williamston',7001522.035991224,794122468.2235537),
('Yemen','North Brendamouth',6471456.551787313,83838970.62847942),
('Cuba','New Melinda',5300663.987963909,1097556178.3178737),
('Tuvalu','New Casey',11004472.252038868,1389163105.908762),
('Greece','North Molly',7898685.424062646,749181237.7374153),
('Chad','Candiceview',3126792.4700007983,157967342.32200846),
('Vietnam','North Steveside',16975703.145304926,83514304.25543518),
('Macedonia','Lake Laura',16672597.270988982,310882030.97149736),
('American Samoa','Dixonview',19447788.599290747,506497373.8854405),
('Niue','Tanyaland',19762159.99690195,418709202.3593183),
('Equatorial Guinea','North Lauren',12097186.253676679,1291665435.4187534),
('Timor-Leste','North Rachel',18863562.96390668,957718724.8438334),
('British Indian Ocean Territory (Chagos Archipelago)','Clayland',16089585.621569717,14808774.398232112),
('Kazakhstan','Martinezhaven',10860266.810927799,1365060231.646284),
('Liberia','Foxstad',13665045.514240285,474599157.5910635),
('British Virgin Islands','Davisburgh',15302814.654923448,695754615.3646863),
('Iran','Lake Matthewtown',10578314.87450937,898166717.1006392),
('Maldives','Danielleton',17690738.092719994,602842306.1154695),
('United Kingdom','Lake Melanie',11182583.33287998,460000191.1340686),
('Guadeloupe','Paulafurt',9766061.80388357,544783336.6623837),
('Macao','Wardstad',2316027.956721586,490666576.6164853),
('Philippines','East Caroline',8933732.704300797,15810497.133020325),
('Cote d'Ivoire','West Angelaview',12073596.976502558,865344981.8216753),
('Mexico','Loweryburgh',15869834.0091996,313326247.25360847),
('Nicaragua','Krausemouth',15942759.184898756,182478865.90870696),
('Cayman Islands','Sweeneyside',8605994.076957507,5441750.539089768),
('Lebanon','North Natasha',4022247.453185563,125669710.87775272),
('Greenland','East Lisa',19363856.297137678,433200120.11005825),
('Norfolk Island','Deniseside',13377379.248109043,996188927.1855124),
('Micronesia','Loganton',9045219.330972416,1074173215.041973),
('Tunisia','Port James',17154008.748292495,140223637.50782603),
('Lesotho','Stephaniemouth',6900191.373156684,557591753.2090199),
('Saint Lucia','Shaneburgh',12667577.44027667,326483982.73496765),
('Cook Islands','Dylanview',1136088.704747899,177230601.43562505),
('Israel','Davidfort',8151855.333161612,1464844508.0854607),
('Bermuda','Yorkshire',11310749.635996288,686819833.557315),
('Russian Federation','Kevinhaven',1477889.9387156947,1421677119.5920362),
('Belarus','North Denise',18734811.67028836,504945268.8687789),
('Georgia','East Frank',15784826.372351034,1126023891.4011228),
('Oman','Heatherhaven',5735802.854553378,1069572036.5099593),
('Spain','Dwaynemouth',1977623.630484157,938581434.3581588),
('Mali','Annaland',3080971.8196934117,296714909.8173913),
('Saint Barthelemy','Port Victoriaview',7132205.7750583105,503771800.9118509),
('Seychelles','Watsonhaven',10253499.348877957,116772578.61970228),
('Saint Pierre and Miquelon','East Williamberg',9301437.38740392,1344356852.0155098),
('Romania','Baileybury',5895982.8276174655,718945178.5397766),
('Mozambique','Port David',13494896.652388666,556599641.8869572),
('Hungary','Josephbury',12144987.380008116,50090154.42535866),
('El Salvador','Port Christine',4924578.235814427,522997931.70741487),
('Nauru','East Anthony',16149780.16499554,599264963.5441335),
('Malta','Josephland',19406490.840580486,237950927.755438),
('Trinidad and Tobago','East Micheleview',4166475.8306021118,1413573772.3460333),
('Haiti','Lake Anthony',13030595.073340459,978957532.5002816),
('Turkey','South Josestad',5280141.59099174,1341685329.759193),
('Australia','Paynechester',9471838.35163144,860067640.0075219),
('Congo','Allenfurt',9236727.076611612,177690744.6224418),
('Iceland','South Davidshire',12423846.884108841,68139176.87210317),
('Aruba','Bennettburgh',9382837.062961275,1032021801.1474153),
('Sweden','Lake Susan',9900750.315817628,1487183500.8768995),
('Togo','Port Gabrielport',7073105.047817916,492544946.0032395),
('Kyrgyz Republic','North Wesleybury',17164614.617487546,1463817862.425797),
('Belgium','West Tamarafurt',15113775.215718415,893615829.7879226),
('Bahamas','Davidside',430226.24324044964,879627951.7042526),
('Croatia','Cynthialand',15335007.116128916,545182269.1959825),
('Uruguay','Port Amy',798464.8780503039,679420718.7132541),
('Bulgaria','Barrettshire',16039434.02611914,287379320.855484),
('Barbados','East Erikmouth',11720089.995979037,810161349.2348009),
('Chile','East Angela',15650660.604961446,525268074.8053963),
('Italy','Dominguezberg',5405163.91802912,1150180448.892916),
('Tonga','Port Larryberg',2093822.7800402658,713914331.1982205),
('Ethiopia','Lake Kyle',1870412.7097475126,379031997.2199473),
('Taiwan','West Ashleyhaven',3804270.7773931036,703619611.6534811),
('Jamaica','Johnsonchester',16486702.040167738,1288239815.4932666),
('Antigua and Barbuda','Jonathanside',18215988.534573436,444825162.23795444),
('Paraguay','Cruzbury',17590785.798013803,215752416.27939254),
('Mauritius','Lake Jonathan',19311310.13165385,1116982592.3695521),
('Solomon Islands','Chavezfurt',5863067.847303777,550423880.469002),
